ID,Start_month,Start_year,End_month,End_year,Host,Host class 1,Host class 2,N_prevalence,No_Positive,Prevalence,Diagnosis,Country,Geometry_type,Site_name_1,Latitude_1,Longitude_1,Coordinate_source_1,Site_name_2,Latitude_2,Longitude_2,Coordinate_source_2,Site_name_3,Latitude_3,Longitude_3,Coordinate_source_3,Site_name_4,Latitude_4,Longitude_4,Coordinate_source_4,Site_name_5,Latitude_5,Longitude_5,Coordinate_source_5,Site_name_6,Latitude_6,Longitude_6,Coordinate_source_6,Site_name_7,Latitude_7,Longitude_7,Coordinate_source_7,Site_name_8,Latitude_8,Longitude_8,Coordinate_source_8,Admin2_1,Admin1_1,Admin0,Publication_year,Source_1,Source_2
1250,11,2006,11,2006,Hylaeamys spp.,rodent,alternative host,7,2,0.285714286,Positive in one serological test,Brazil,point,Cachoeiro do Arari,-1.01139,-48.96333,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,"Roque, A. L. R. et al. Trypanosoma cruzi Transmission cycle among wild and domestic mammals in three areas of orally transmitted chagas disease outbreaks. Am. J. Trop. Med. Hyg. 79, 742-749 (2008).",
1251,11,2006,11,2006,Proechimys goeldii,rodent,alternative host,11,1,0.090909091,Positive in one serological test,Brazil,point,Cachoeiro do Arari,-1.01139,-48.96333,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,"Roque, A. L. R. et al. Trypanosoma cruzi Transmission cycle among wild and domestic mammals in three areas of orally transmitted chagas disease outbreaks. Am. J. Trop. Med. Hyg. 79, 742-749 (2008).",
1252,11,2006,11,2006,Didelphis marsupialis,marsupial,alternative host,7,7,1,Positive in one serological test,Brazil,point,Cachoeiro do Arari,-1.01139,-48.96333,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,"Roque, A. L. R. et al. Trypanosoma cruzi Transmission cycle among wild and domestic mammals in three areas of orally transmitted chagas disease outbreaks. Am. J. Trop. Med. Hyg. 79, 742-749 (2008).",
1253,11,2006,11,2006,Marmosops parvidens,marsupial,alternative host,1,1,1,Positive in one serological test,Brazil,point,Cachoeiro do Arari,-1.01139,-48.96333,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,"Roque, A. L. R. et al. Trypanosoma cruzi Transmission cycle among wild and domestic mammals in three areas of orally transmitted chagas disease outbreaks. Am. J. Trop. Med. Hyg. 79, 742-749 (2008).",
1254,11,2006,11,2006,Dasypus novemcinctus,wild mammal (excluding rodents/bats/primates),alternative host,1,1,1,Hemoculture or xenodiagnosis,Brazil,point,Cachoeiro do Arari,-1.01139,-48.96333,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,"Roque, A. L. R. et al. Trypanosoma cruzi Transmission cycle among wild and domestic mammals in three areas of orally transmitted chagas disease outbreaks. Am. J. Trop. Med. Hyg. 79, 742-749 (2008).",
1255,11,2006,11,2006,Artibeus fimbriatus,bat,alternative host,1,1,1,Hemoculture or xenodiagnosis,Brazil,point,Cachoeiro do Arari,-1.01139,-48.96333,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,"Roque, A. L. R. et al. Trypanosoma cruzi Transmission cycle among wild and domestic mammals in three areas of orally transmitted chagas disease outbreaks. Am. J. Trop. Med. Hyg. 79, 742-749 (2008).",
1256,11,2006,11,2006,Eptesicus spp.,bat,alternative host,2,1,0.5,Hemoculture or xenodiagnosis,Brazil,point,Cachoeiro do Arari,-1.01139,-48.96333,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,"Roque, A. L. R. et al. Trypanosoma cruzi Transmission cycle among wild and domestic mammals in three areas of orally transmitted chagas disease outbreaks. Am. J. Trop. Med. Hyg. 79, 742-749 (2008).",
1257,11,2006,11,2006,Noctilio albiventris,bat,alternative host,1,0,0,Hemoculture or xenodiagnosis,Brazil,point,Cachoeiro do Arari,-1.01139,-48.96333,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,"Roque, A. L. R. et al. Trypanosoma cruzi Transmission cycle among wild and domestic mammals in three areas of orally transmitted chagas disease outbreaks. Am. J. Trop. Med. Hyg. 79, 742-749 (2008).",
1258,12,1999,12,2000,Phyllotis darwini,rodent,alternative host,55,31,0.563636364,Positive in genetic test,Chile,point,Las Chinchillas National Reserve,-31.5441,-71.10978,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,"Rozas, M. et al. Coexistence of Trypanosoma cruzi genotypes in wild and periodomestic mammals in Chile. Am. J. Trop. Med. Hyg. 77, 647-653 (2007).",
1259,12,1999,12,2000,Abrothrix olivaceus,rodent,alternative host,44,31,0.704545455,Positive in genetic test,Chile,point,Las Chinchillas National Reserve,-31.5441,-71.10978,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,"Rozas, M. et al. Coexistence of Trypanosoma cruzi genotypes in wild and periodomestic mammals in Chile. Am. J. Trop. Med. Hyg. 77, 647-653 (2007).",
1260,12,1999,12,2000,Octodon degus,rodent,alternative host,46,28,0.608695652,Positive in genetic test,Chile,point,Las Chinchillas National Reserve,-31.5441,-71.10978,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,"Rozas, M. et al. Coexistence of Trypanosoma cruzi genotypes in wild and periodomestic mammals in Chile. Am. J. Trop. Med. Hyg. 77, 647-653 (2007).",
1261,12,1999,12,2000,Thylamys elegans,marsupial,alternative host,13,6,0.461538462,Positive in genetic test,Chile,point,Las Chinchillas National Reserve,-31.5441,-71.10978,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,"Rozas, M. et al. Coexistence of Trypanosoma cruzi genotypes in wild and periodomestic mammals in Chile. Am. J. Trop. Med. Hyg. 77, 647-653 (2007).",
1262,12,1999,12,2000,Capra aegagrus hircus,livestock,alternative host,42,21,0.5,Positive in genetic test,Chile,point,Las Chinchillas National Reserve,-31.5441,-71.10978,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,"Rozas, M. et al. Coexistence of Trypanosoma cruzi genotypes in wild and periodomestic mammals in Chile. Am. J. Trop. Med. Hyg. 77, 647-653 (2007).",
1649,3,2000,12,2001,Canis familiaris,domestic mammals,alternative host,248,15,0.060483871,Positive in one serological test,Argentina,point,Rio Cuarto,-33.11772,-64.34202,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Chassagnade, M. et al. Epidemiología de la enfermedad de Chagas en áreas programáticas de ocho efectores de salud municipal de la ciudad de Río Cuarto. Arch.argent.pediatr. 102, 425-430 (2004).",
1702,7,1998,2,2000,Sigmodon hispidus,rodent,alternative host,73,1,0.01369863,Hemoculture or xenodiagnosis,Venezuela,point,El Carrizal,8.29444,-71.76417,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,"de Lima, H., Carrero, J., Rodriguez, A., de Guglielmo, Z. & Rodriguez, N. Trypanosomatidae of public health importance occurring in wild and synanthropic animals of rural Venezuela. Biomedica 26, 42-50 (2006).",
1703,7,1998,2,2000,Rattus spp.,rodent,alternative host,135,1,0.007407407,"Hemoculture or xenodiagnosis, and direct examination",Venezuela,point,El Carrizal,8.29444,-71.76417,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,"de Lima, H., Carrero, J., Rodriguez, A., de Guglielmo, Z. & Rodriguez, N. Trypanosomatidae of public health importance occurring in wild and synanthropic animals of rural Venezuela. Biomedica 26, 42-50 (2006).",
1704,7,1998,2,2000,Didelphis marsupialis,marsupial,alternative host,7,4,0.571428571,"Hemoculture or xenodiagnosis, and direct examination",Venezuela,point,El Carrizal,8.29444,-71.76417,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,"de Lima, H., Carrero, J., Rodriguez, A., de Guglielmo, Z. & Rodriguez, N. Trypanosomatidae of public health importance occurring in wild and synanthropic animals of rural Venezuela. Biomedica 26, 42-50 (2006).",
1727,,2003,,2004,Various primate spp.,non-human primate,alternative host,2157,34,0.015762633,Positive in one serological test,United States of America,point,Tulane National Primate Research Center,30.44989,-90.09446,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Dorn, P. L. et al. Low prevalence of Chagas parasite infection in a nonhuman primate colony in Louisiana. J. Am. Assoc. Lab. Anim. Sci. 51, 443-447 (2012).",
1948,,,,,Canis familiaris,domestic mammals,alternative host,111,5,0.045045045,Positive in one serological test,Brazil,polygon,Araguaina municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11711,,,2013,"Morais, A. N., Sousa, M. G., Meireles, L. R., Kesper Jr, N. & Umezawa, E. S. Canine visceral leishmaniasis and Chagas disease among dogs in Araguaína, Tocantins Tocantins. Rev. Bras. Parasitol. Vet. 22, 225-229(2013).",
2004,,,,,Canis familiaris,domestic mammals,alternative host,55,10,0.181818182,Positive in two independent serological tests,Venezuela,point,El Paso de Baragua,10.61111,-70.37,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,"Rodríguez-Bonfante, C. d. C., Rojas, M. E., Aldana, E., Concepción, J. L. & Bonfante-Cabarcas, R. A. Persistence of Chagas disease active transmission among dogs in Venezuela rural community. Rev. Costarric. Salud Pública 20, 97-101 (2011).",
2014,,,,,Canis familiaris,domestic mammals,alternative host,58,4,0.068965517,Positive in two independent serological tests,Venezuela,point,Baragua,10.58333,-69.94822,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,"Rojas, M. E. et al. An entomological and seroepidemiological study of Chagas' disease in an area in central-western Venezuela infested with Triatoma maculata (Erichson 1848). Cad. Saude. Publica 24, 2323-2333 (2008).",
2046,,,,,Canis familiaris,domestic mammals,alternative host,10,0,0,Positive in two independent serological tests,Venezuela,point,La Concordia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32007,,,2008,"Rojas, M. E. et al. An entomological and seroepidemiological study of Chagas' disease in an area in central-western Venezuela infested with Triatoma maculata (Erichson 1848). Cad. Saude. Publica 24, 2323-2333 (2008).",
2047,,,,,Canis familiaris,domestic mammals,alternative host,11,0,0,Positive in two independent serological tests,Venezuela,point,La Estacion,10.58702,-69.93756,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,"Rojas, M. E. et al. An entomological and seroepidemiological study of Chagas' disease in an area in central-western Venezuela infested with Triatoma maculata (Erichson 1848). Cad. Saude. Publica 24, 2323-2333 (2008).",
2048,,,,,Canis familiaris,domestic mammals,alternative host,10,1,0.1,Positive in two independent serological tests,Venezuela,point,Arenales,10.59947,-69.89952,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,"Rojas, M. E. et al. An entomological and seroepidemiological study of Chagas' disease in an area in central-western Venezuela infested with Triatoma maculata (Erichson 1848). Cad. Saude. Publica 24, 2323-2333 (2008).",
2049,,,,,Canis familiaris,domestic mammals,alternative host,21,2,0.095238095,Positive in two independent serological tests,Venezuela,point,El Hato,10.67895,-69.90285,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,"Rojas, M. E. et al. An entomological and seroepidemiological study of Chagas' disease in an area in central-western Venezuela infested with Triatoma maculata (Erichson 1848). Cad. Saude. Publica 24, 2323-2333 (2008).",
2055,,2009,,2009,Canis familiaris,domestic mammals,alternative host,689,3,0.004354136,Positive in one serological test,Brazil,polygon,Botucatu municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11064,,,2011,"Tome, R. O., Gaio, F. C., Generoso, D., Menozzi, B. D. & Langoni, H. Active surveillance of canine visceral leishmaniasis and american trypanossomiasis in rural dogs from non endemic area. Rev. Bras. Parasitol. Vet. 20, 64-66 (2011).",
2789,8,2008,11,2008,Canis familiaris,domestic mammals,alternative host,5,3,0.6,Positive in two independent serological tests,Venezuela,point,Santa Cruz,10.20311,-64.08354,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,"Berrizbeitia, M. et al. Seroprevalence of T-cruzi infection in Canis familiaris, state of Sucre, Venezuela. Biomedica 33, 214-225 (2013).",
2790,8,2008,11,2008,Canis familiaris,domestic mammals,alternative host,4,3,0.75,Positive in two independent serological tests,Venezuela,point,Hoyo Zurita,10.23246,-64.43814,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,"Berrizbeitia, M. et al. Seroprevalence of T-cruzi infection in Canis familiaris, state of Sucre, Venezuela. Biomedica 33, 214-225 (2013).",
2791,8,2008,11,2008,Canis familiaris,domestic mammals,alternative host,1,1,1,Positive in two independent serological tests,Venezuela,point,Mochima,10.34383,-64.33916,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,"Berrizbeitia, M. et al. Seroprevalence of T-cruzi infection in Canis familiaris, state of Sucre, Venezuela. Biomedica 33, 214-225 (2013).",
2792,8,2008,11,2008,Canis familiaris,domestic mammals,alternative host,3,1,0.333333333,Positive in two independent serological tests,Venezuela,point,El Maco,10.2111,-64.41792,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,"Berrizbeitia, M. et al. Seroprevalence of T-cruzi infection in Canis familiaris, state of Sucre, Venezuela. Biomedica 33, 214-225 (2013).",
2793,8,2008,11,2008,Canis familiaris,domestic mammals,alternative host,2,1,0.5,Positive in two independent serological tests,Venezuela,point,La Florida,10.30815,-63.85183,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,"Berrizbeitia, M. et al. Seroprevalence of T-cruzi infection in Canis familiaris, state of Sucre, Venezuela. Biomedica 33, 214-225 (2013).",
2794,8,2008,11,2008,Canis familiaris,domestic mammals,alternative host,2,1,0.5,Positive in two independent serological tests,Venezuela,point,Yaguaracual,10.30706,-64.3472,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,"Berrizbeitia, M. et al. Seroprevalence of T-cruzi infection in Canis familiaris, state of Sucre, Venezuela. Biomedica 33, 214-225 (2013).",
2795,8,2008,11,2008,Canis familiaris,domestic mammals,alternative host,1,1,1,Positive in two independent serological tests,Venezuela,point,Begote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32108,,,2013,"Berrizbeitia, M. et al. Seroprevalence of T-cruzi infection in Canis familiaris, state of Sucre, Venezuela. Biomedica 33, 214-225 (2013).",
2796,8,2008,11,2008,Canis familiaris,domestic mammals,alternative host,6,2,0.333333333,Positive in two independent serological tests,Venezuela,point,Mapurite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32108,,,2013,"Berrizbeitia, M. et al. Seroprevalence of T-cruzi infection in Canis familiaris, state of Sucre, Venezuela. Biomedica 33, 214-225 (2013).",
2797,8,2008,11,2008,Canis familiaris,domestic mammals,alternative host,4,2,0.5,Positive in two independent serological tests,Venezuela,point,Los Dos Ríos los Mangos,10.17944,-63.93376,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,"Berrizbeitia, M. et al. Seroprevalence of T-cruzi infection in Canis familiaris, state of Sucre, Venezuela. Biomedica 33, 214-225 (2013).",
2798,8,2008,11,2008,Canis familiaris,domestic mammals,alternative host,5,1,0.2,Positive in two independent serological tests,Venezuela,point,Aricagua,10.23861,-63.89761,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,"Berrizbeitia, M. et al. Seroprevalence of T-cruzi infection in Canis familiaris, state of Sucre, Venezuela. Biomedica 33, 214-225 (2013).",
2799,8,2008,11,2008,Canis familiaris,domestic mammals,alternative host,10,2,0.2,Positive in two independent serological tests,Venezuela,point,Los Dos Ríos,10.21517,-63.87016,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,"Berrizbeitia, M. et al. Seroprevalence of T-cruzi infection in Canis familiaris, state of Sucre, Venezuela. Biomedica 33, 214-225 (2013).",
2800,8,2008,11,2008,Canis familiaris,domestic mammals,alternative host,5,1,0.2,Positive in two independent serological tests,Venezuela,point,San Fernando de Tataracual,10.34035,-64.08536,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,"Berrizbeitia, M. et al. Seroprevalence of T-cruzi infection in Canis familiaris, state of Sucre, Venezuela. Biomedica 33, 214-225 (2013).",
2801,8,2008,11,2008,Canis familiaris,domestic mammals,alternative host,3,1,0.333333333,Positive in two independent serological tests,Venezuela,point,Calderas el Zamuro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32108,,,2013,"Berrizbeitia, M. et al. Seroprevalence of T-cruzi infection in Canis familiaris, state of Sucre, Venezuela. Biomedica 33, 214-225 (2013).",
2802,8,2008,11,2008,Canis familiaris,domestic mammals,alternative host,5,1,0.2,Positive in two independent serological tests,Venezuela,point,El Cedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32103,,,2013,"Berrizbeitia, M. et al. Seroprevalence of T-cruzi infection in Canis familiaris, state of Sucre, Venezuela. Biomedica 33, 214-225 (2013).",
2803,8,2008,11,2008,Canis familiaris,domestic mammals,alternative host,8,2,0.25,Positive in two independent serological tests,Venezuela,point,Peñas Negras,10.62172,-64.03398,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,"Berrizbeitia, M. et al. Seroprevalence of T-cruzi infection in Canis familiaris, state of Sucre, Venezuela. Biomedica 33, 214-225 (2013).",
2804,8,2008,11,2008,Canis familiaris,domestic mammals,alternative host,2,1,0.5,Positive in two independent serological tests,Venezuela,point,Tacarigua,10.57555,-64.16585,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,"Berrizbeitia, M. et al. Seroprevalence of T-cruzi infection in Canis familiaris, state of Sucre, Venezuela. Biomedica 33, 214-225 (2013).",
2805,8,2008,11,2008,Canis familiaris,domestic mammals,alternative host,4,3,0.75,Positive in two independent serological tests,Venezuela,point,Punta de Arena,10.50598,-64.23123,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,"Berrizbeitia, M. et al. Seroprevalence of T-cruzi infection in Canis familiaris, state of Sucre, Venezuela. Biomedica 33, 214-225 (2013).",
2806,8,2008,11,2008,Canis familiaris,domestic mammals,alternative host,1,1,1,Positive in two independent serological tests,Venezuela,point,Corozal,10.39416,-63.96817,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,"Berrizbeitia, M. et al. Seroprevalence of T-cruzi infection in Canis familiaris, state of Sucre, Venezuela. Biomedica 33, 214-225 (2013).",
2807,8,2008,11,2008,Canis familiaris,domestic mammals,alternative host,3,1,0.333333333,Positive in two independent serological tests,Venezuela,point,La Soledad,10.42747,-63.76673,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,"Berrizbeitia, M. et al. Seroprevalence of T-cruzi infection in Canis familiaris, state of Sucre, Venezuela. Biomedica 33, 214-225 (2013).",
2808,8,2008,11,2008,Canis familiaris,domestic mammals,alternative host,3,2,0.666666667,Positive in two independent serological tests,Venezuela,point,La Peña,10.46214,-63.69246,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,"Berrizbeitia, M. et al. Seroprevalence of T-cruzi infection in Canis familiaris, state of Sucre, Venezuela. Biomedica 33, 214-225 (2013).",
2809,8,2008,11,2008,Canis familiaris,domestic mammals,alternative host,7,4,0.571428571,Positive in two independent serological tests,Venezuela,point,Cachual,10.5878,-63.4913,http://mapasamerica.dices.net/venezuela/mapa.php?nombre=Cacahual&id=33324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,"Berrizbeitia, M. et al. Seroprevalence of T-cruzi infection in Canis familiaris, state of Sucre, Venezuela. Biomedica 33, 214-225 (2013).",
2810,8,2008,11,2008,Canis familiaris,domestic mammals,alternative host,9,2,0.222222222,Positive in two independent serological tests,Venezuela,point,Las Amanitas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32109,,,2013,"Berrizbeitia, M. et al. Seroprevalence of T-cruzi infection in Canis familiaris, state of Sucre, Venezuela. Biomedica 33, 214-225 (2013).",
2811,8,2008,11,2008,Canis familiaris,domestic mammals,alternative host,1,1,1,Positive in two independent serological tests,Venezuela,point,Agua Caliente,10.48549,-63.46232,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,"Berrizbeitia, M. et al. Seroprevalence of T-cruzi infection in Canis familiaris, state of Sucre, Venezuela. Biomedica 33, 214-225 (2013).",
2812,8,2008,11,2008,Canis familiaris,domestic mammals,alternative host,8,3,0.375,Positive in two independent serological tests,Venezuela,point,La Soledad,10.164,-63.77599,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,"Berrizbeitia, M. et al. Seroprevalence of T-cruzi infection in Canis familiaris, state of Sucre, Venezuela. Biomedica 33, 214-225 (2013).",
2813,8,2008,11,2008,Canis familiaris,domestic mammals,alternative host,4,2,0.5,Positive in two independent serological tests,Venezuela,point,Caño de Ajíes,10.41792,-62.93143,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,"Berrizbeitia, M. et al. Seroprevalence of T-cruzi infection in Canis familiaris, state of Sucre, Venezuela. Biomedica 33, 214-225 (2013).",
2814,8,2008,11,2008,Canis familiaris,domestic mammals,alternative host,3,2,0.666666667,Positive in two independent serological tests,Venezuela,point,La Cumbre de las Chaguaramas,10.51459,-63.18254,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,"Berrizbeitia, M. et al. Seroprevalence of T-cruzi infection in Canis familiaris, state of Sucre, Venezuela. Biomedica 33, 214-225 (2013).",
2815,8,2008,11,2008,Canis familiaris,domestic mammals,alternative host,6,5,0.833333333,Positive in two independent serological tests,Venezuela,point,Guatamare,10.50612,-63.16915,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,"Berrizbeitia, M. et al. Seroprevalence of T-cruzi infection in Canis familiaris, state of Sucre, Venezuela. Biomedica 33, 214-225 (2013).",
2816,8,2008,11,2008,Canis familiaris,domestic mammals,alternative host,9,8,0.888888889,Positive in two independent serological tests,Venezuela,point,El Algarrobito,10.48735,-63.20688,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,"Berrizbeitia, M. et al. Seroprevalence of T-cruzi infection in Canis familiaris, state of Sucre, Venezuela. Biomedica 33, 214-225 (2013).",
