ID,Start_month,Start_year,End_month,End_year,Host,Host class 1,Host class 2,N_prevalence,No_Positive,Prevalence,Diagnosis,Country,Geometry_type,Site_name_1,Latitude_1,Longitude_1,Coordinate_source_1,Site_name_2,Latitude_2,Longitude_2,Coordinate_source_2,Site_name_3,Latitude_3,Longitude_3,Coordinate_source_3,Site_name_4,Latitude_4,Longitude_4,Coordinate_source_4,Site_name_5,Latitude_5,Longitude_5,Coordinate_source_5,Site_name_6,Latitude_6,Longitude_6,Coordinate_source_6,Admin2_1,Admin2_2,Admin2_3,Admin2_4,Admin2_5,Admin1_1,Admin1_2,Admin1_3,Public_year,Source_1,Source_2
9983,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,22,0,0,Direct examination,Brazil,polygon,Quixabá municipality,,,,,,,,,,,,,,,,,,,,,,,,9022,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9984,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,54,0,0,Direct examination,Brazil,polygon,Quixabá municipality,,,,,,,,,,,,,,,,,,,,,,,,9022,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9985,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,12,0,0,Direct examination,Brazil,polygon,Quixabá municipality,,,,,,,,,,,,,,,,,,,,,,,,9022,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9986,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,7,0,0,Direct examination,Brazil,polygon,Santa Cruz municipality,,,,,,,,,,,,,,,,,,,,,,,,9032,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9987,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,28,5,0.178571429,Direct examination,Brazil,polygon,Santa Cruz municipality,,,,,,,,,,,,,,,,,,,,,,,,9032,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9988,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,10,0,0,Direct examination,Brazil,polygon,Santa Cruz municipality,,,,,,,,,,,,,,,,,,,,,,,,9032,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9989,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,47,1,0.021276596,Direct examination,Brazil,polygon,Santa Cruz municipality,,,,,,,,,,,,,,,,,,,,,,,,9032,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9990,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,33,0,0,Direct examination,Brazil,polygon,Santa Luzia municipality,,,,,,,,,,,,,,,,,,,,,,,,9035,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9991,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,39,0,0,Direct examination,Brazil,polygon,Santa Teresinha municipality,,,,,,,,,,,,,,,,,,,,,,,,9037,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9992,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,16,0,0,Direct examination,Brazil,polygon,Santa Teresinha municipality,,,,,,,,,,,,,,,,,,,,,,,,9037,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9993,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,36,0,0,Direct examination,Brazil,polygon,Santa Teresinha municipality,,,,,,,,,,,,,,,,,,,,,,,,9037,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9994,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,47,1,0.021276596,Direct examination,Brazil,polygon,Santana de Mangueira municipality,,,,,,,,,,,,,,,,,,,,,,,,9038,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9995,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,16,0,0,Direct examination,Brazil,polygon,Santana de Mangueira municipality,,,,,,,,,,,,,,,,,,,,,,,,9038,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9996,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,47,0,0,Direct examination,Brazil,polygon,Santana de Mangueira municipality,,,,,,,,,,,,,,,,,,,,,,,,9038,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9997,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,41,0,0,Direct examination,Brazil,polygon,Santana dos Garrotes municipality,,,,,,,,,,,,,,,,,,,,,,,,9039,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9998,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,10,0,0,Direct examination,Brazil,polygon,Santana dos Garrotes municipality,,,,,,,,,,,,,,,,,,,,,,,,9039,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9999,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,5,0,0,Direct examination,Brazil,polygon,Santarém municipality,,,,,,,,,,,,,,,,,,,,,,,,9040,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10000,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,9,2,0.222222222,Direct examination,Brazil,polygon,São Bentinho municipality,,,,,,,,,,,,,,,,,,,,,,,,9042,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10001,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,43,1,0.023255814,Direct examination,Brazil,polygon,São Bentinho municipality,,,,,,,,,,,,,,,,,,,,,,,,9042,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10002,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,São Bentinho municipality,,,,,,,,,,,,,,,,,,,,,,,,9042,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10003,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,47,1,0.021276596,Direct examination,Brazil,polygon,São Bentinho municipality,,,,,,,,,,,,,,,,,,,,,,,,9042,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10004,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,28,0,0,Direct examination,Brazil,polygon,São Domingos municipality,,,,,,,,,,,,,,,,,,,,,,,,9044,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10005,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,61,2,0.032786885,Direct examination,Brazil,polygon,São Domingos municipality,,,,,,,,,,,,,,,,,,,,,,,,9044,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10006,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,19,0,0,Direct examination,Brazil,polygon,São Domingos municipality,,,,,,,,,,,,,,,,,,,,,,,,9044,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10007,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,17,1,0.058823529,Direct examination,Brazil,polygon,São Domingos municipality,,,,,,,,,,,,,,,,,,,,,,,,9044,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10008,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,17,0,0,Direct examination,Brazil,polygon,São Francisco municipality,,,,,,,,,,,,,,,,,,,,,,,,9046,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10009,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,35,0,0,Direct examination,Brazil,polygon,São Francisco municipality,,,,,,,,,,,,,,,,,,,,,,,,9046,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10010,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,São Francisco municipality,,,,,,,,,,,,,,,,,,,,,,,,9046,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10011,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,60,8,0.133333333,Direct examination,Brazil,polygon,São Francisco municipality,,,,,,,,,,,,,,,,,,,,,,,,9046,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10012,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,102,1,0.009803922,Direct examination,Brazil,polygon,São João do Rio do Peixe municipality,,,,,,,,,,,,,,,,,,,,,,,,9048,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10013,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,9,0,0,Direct examination,Brazil,polygon,São João do Rio do Peixe municipality,,,,,,,,,,,,,,,,,,,,,,,,9048,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10014,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,56,10,0.178571429,Direct examination,Brazil,polygon,São José da Lagoa Tapada municipality,,,,,,,,,,,,,,,,,,,,,,,,9050,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10015,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,118,9,0.076271186,Direct examination,Brazil,polygon,São José da Lagoa Tapada municipality,,,,,,,,,,,,,,,,,,,,,,,,9050,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10016,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,44,0,0,Direct examination,Brazil,polygon,São José da Lagoa Tapada municipality,,,,,,,,,,,,,,,,,,,,,,,,9050,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10017,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,51,1,0.019607843,Direct examination,Brazil,polygon,São José da Lagoa Tapada municipality,,,,,,,,,,,,,,,,,,,,,,,,9050,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10018,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,3,0,0,Direct examination,Brazil,polygon,São José de Espinharas municipality,,,,,,,,,,,,,,,,,,,,,,,,9052,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10019,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,3,0,0,Direct examination,Brazil,polygon,São José de Espinharas municipality,,,,,,,,,,,,,,,,,,,,,,,,9052,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10020,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,15,0,0,Direct examination,Brazil,polygon,São José de Princesa municipality,,,,,,,,,,,,,,,,,,,,,,,,9054,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10021,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,22,1,0.045454545,Direct examination,Brazil,polygon,São José de Princesa municipality,,,,,,,,,,,,,,,,,,,,,,,,9054,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10022,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,São José do Bonfim municipality,,,,,,,,,,,,,,,,,,,,,,,,9055,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10023,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,24,0,0,Direct examination,Brazil,polygon,São José do Bonfim municipality,,,,,,,,,,,,,,,,,,,,,,,,9055,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10024,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,6,0,0,Direct examination,Brazil,polygon,São José do Bonfim municipality,,,,,,,,,,,,,,,,,,,,,,,,9055,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10025,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,24,0,0,Direct examination,Brazil,polygon,São José do Bonfim municipality,,,,,,,,,,,,,,,,,,,,,,,,9055,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10026,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,São José do Sabugi municipality,,,,,,,,,,,,,,,,,,,,,,,,9057,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10027,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,São José do Sabugi municipality,,,,,,,,,,,,,,,,,,,,,,,,9057,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10028,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,33,0,0,Direct examination,Brazil,polygon,São Mamede municipality,,,,,,,,,,,,,,,,,,,,,,,,9060,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10029,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,29,0,0,Direct examination,Brazil,polygon,São Mamede municipality,,,,,,,,,,,,,,,,,,,,,,,,9060,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10030,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,16,0,0,Direct examination,Brazil,polygon,São Mamede municipality,,,,,,,,,,,,,,,,,,,,,,,,9060,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10031,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,3,0,0,Direct examination,Brazil,polygon,São Sebastião do Umbuzeiro municipality,,,,,,,,,,,,,,,,,,,,,,,,9063,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10032,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,20,0,0,Direct examination,Brazil,polygon,Serra Grande municipality,,,,,,,,,,,,,,,,,,,,,,,,9068,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10033,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,23,0,0,Direct examination,Brazil,polygon,Solânea municipality,,,,,,,,,,,,,,,,,,,,,,,,9073,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10034,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,15,0,0,Direct examination,Brazil,polygon,Soledade municipality,,,,,,,,,,,,,,,,,,,,,,,,9074,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10035,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,58,1,0.017241379,Direct examination,Brazil,polygon,Sousa municipality,,,,,,,,,,,,,,,,,,,,,,,,9076,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10036,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,119,0,0,Direct examination,Brazil,polygon,Sousa municipality,,,,,,,,,,,,,,,,,,,,,,,,9076,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10037,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,118,0,0,Direct examination,Brazil,polygon,Sousa municipality,,,,,,,,,,,,,,,,,,,,,,,,9076,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10038,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,244,1,0.004098361,Direct examination,Brazil,polygon,Sousa municipality,,,,,,,,,,,,,,,,,,,,,,,,9076,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10039,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,10,0,0,Direct examination,Brazil,polygon,Sumé municipality,,,,,,,,,,,,,,,,,,,,,,,,9077,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10040,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,17,0,0,Direct examination,Brazil,polygon,Taperoá municipality,,,,,,,,,,,,,,,,,,,,,,,,9079,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10041,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,9,0,0,Direct examination,Brazil,polygon,Tavares municipality,,,,,,,,,,,,,,,,,,,,,,,,9080,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10042,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,13,0,0,Direct examination,Brazil,polygon,Teixeira municipality,,,,,,,,,,,,,,,,,,,,,,,,9081,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10043,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,23,0,0,Direct examination,Brazil,polygon,Teixeira municipality,,,,,,,,,,,,,,,,,,,,,,,,9081,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10044,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,21,0,0,Direct examination,Brazil,polygon,Teixeira municipality,,,,,,,,,,,,,,,,,,,,,,,,9081,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10045,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Teixeira municipality,,,,,,,,,,,,,,,,,,,,,,,,9081,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10046,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,23,0,0,Direct examination,Brazil,polygon,Várzea municipality,,,,,,,,,,,,,,,,,,,,,,,,9086,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10047,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,35,0,0,Direct examination,Brazil,polygon,Vieirópolis municipality,,,,,,,,,,,,,,,,,,,,,,,,9087,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10048,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,16,4,0.25,Direct examination,Brazil,polygon,Vieirópolis municipality,,,,,,,,,,,,,,,,,,,,,,,,9087,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10049,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,3,0,0,Direct examination,Brazil,polygon,Vista Serrana municipality,,,,,,,,,,,,,,,,,,,,,,,,9088,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10050,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,10,0,0,Direct examination,Brazil,polygon,Vista Serrana municipality,,,,,,,,,,,,,,,,,,,,,,,,9088,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10051,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,462,2,0.004329004,Direct examination,Brazil,polygon,Acauã municipality,,,,,,,,,,,,,,,,,,,,,,,,9674,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10052,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,61,0,0,Direct examination,Brazil,polygon,Acauã municipality,,,,,,,,,,,,,,,,,,,,,,,,9674,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10053,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,311,2,0.006430868,Direct examination,Brazil,polygon,Acauã municipality,,,,,,,,,,,,,,,,,,,,,,,,9674,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10054,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,267,1,0.003745318,Direct examination,Brazil,polygon,Acauã municipality,,,,,,,,,,,,,,,,,,,,,,,,9674,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10055,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,61,0,0,Direct examination,Brazil,polygon,Alagoinha do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9677,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10056,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,26,0,0,Direct examination,Brazil,polygon,Alagoinha do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9677,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10057,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,56,2,0.035714286,Direct examination,Brazil,polygon,Alagoinha do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9677,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10058,,2011,,2011,Triatoma brasiliensis,Triatoma,vector,28,0,0,Direct examination,Brazil,polygon,Alagoinha do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9677,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10059,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,71,0,0,Direct examination,Brazil,polygon,Alagoinha do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9677,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10060,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,32,0,0,Direct examination,Brazil,polygon,Alegrete do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9678,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10061,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,19,0,0,Direct examination,Brazil,polygon,Alegrete do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9678,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10062,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,25,0,0,Direct examination,Brazil,polygon,Alegrete do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9678,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10063,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Altos municipality,,,,,,,,,,,,,,,,,,,,,,,,9680,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10064,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Alvorada do Gurguéia municipality,,,,,,,,,,,,,,,,,,,,,,,,9681,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10065,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Alvorada do Gurguéia municipality,,,,,,,,,,,,,,,,,,,,,,,,9681,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10066,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Alvorada do Gurguéia municipality,,,,,,,,,,,,,,,,,,,,,,,,9681,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10067,,2011,,2011,Triatoma brasiliensis,Triatoma,vector,7,1,0.142857143,Direct examination,Brazil,polygon,Amarante municipality,,,,,,,,,,,,,,,,,,,,,,,,9682,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10068,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Amarante municipality,,,,,,,,,,,,,,,,,,,,,,,,9682,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10069,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Anísio de Abreu municipality,,,,,,,,,,,,,,,,,,,,,,,,9684,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10070,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,10,0,0,Direct examination,Brazil,polygon,Anísio de Abreu municipality,,,,,,,,,,,,,,,,,,,,,,,,9684,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10071,,2011,,2011,Triatoma brasiliensis,Triatoma,vector,37,1,0.027027027,Direct examination,Brazil,polygon,Aroazes municipality,,,,,,,,,,,,,,,,,,,,,,,,9686,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10072,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,55,0,0,Direct examination,Brazil,polygon,Aroazes municipality,,,,,,,,,,,,,,,,,,,,,,,,9686,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
10073,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,102,2,0.019607843,Direct examination,Brazil,polygon,Aroazes municipality,,,,,,,,,,,,,,,,,,,,,,,,9686,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
