"Disease","Pathogen","DataType","Country","Year","Longitude","Latitude","Admin_name","DiagnosticMetric","NumCases","IfPolygon_AdminLevel","ADMcode","ADMSource","Source","CasesMetric","SourceType"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-37.8621971090195,-5.08813034939329,"Quixeré","Not specified",1,2,"231150","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-38.7622269103465,-4.24572705975112,"Redenção","Not specified",6,2,"231160","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-37.0141111389695,-5.5266055616203,"Açu","Not specified",3,2,"240020","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-36.7235245773846,-5.36232101073419,"Alto do Rodrigues","Not specified",1,2,"240070","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-37.5367690401631,-5.39507315250788,"Governador Dix-Sept Rosado","Not specified",1,2,"240430","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-38.1697102797553,-6.11741635623412,"Pau dos Ferros","Not specified",1,2,"240940","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-36.6599106230524,-6.20772990681519,"São Vicente","Not specified",1,2,"241300","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-37.9727942818565,-5.76928027473723,"Severiano Melo","Not specified",23,2,"241360","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-37.2919767556634,-5.61009588895452,"Upanema","Not specified",3,2,"241460","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-37.7043716579931,-6.32110289751756,"Catolé do Rocha","Not specified",2,2,"250430","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-37.0917375371983,-7.90772514551843,"Monteiro","Not specified",1,2,"250970","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-35.5629043944131,-7.56015984227058,"Natuba","Not specified",1,2,"250990","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-37.3168722818671,-6.99546663810017,"Patos","Not specified",1,2,"251080","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-37.8509991284437,-6.77251708354035,"Pombal","Not specified",4,2,"251210","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-38.0049633672816,-7.65366658447637,"Princesa Isabel","Not specified",3,2,"251230","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-37.2403968045878,-7.24556280893557,"Teixeira","Not specified",4,2,"251670","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-36.098577478382,-8.48983588127319,"Altinho","Not specified",2,2,"260080","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-35.5873938247594,-7.7855736158497,"Bom Jardim","Not specified",1,2,"260220","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-36.1768560771516,-8.89328006543439,"Canhotinho","Not specified",1,2,"260370","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-38.72151517266,-8.40919955889435,"Carnaubeira da Penha","Not specified",3,2,"260392","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-35.3054161819127,-7.81966440352706,"Carpina","Not specified",2,2,"260400","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-35.9313999497389,-8.58296250539425,"Cupira","Not specified",1,2,"260500","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-39.7482447068545,-7.51600115473793,"Exu","Not specified",2,2,"260530","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-35.5464502431384,-8.0123493901639,"Passira","Not specified",1,2,"261050","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-36.450678979533,-8.5359509936529,"São Bento do Una","Not specified",1,2,"261300","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-38.7456785029742,-7.86573276474423,"São José do Belmonte","Not specified",1,2,"261350","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-35.3572741470414,-7.65954973198391,"Vicência","Not specified",1,2,"261630","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-36.1601739120443,-9.39329355298565,"Cajueiro","Not specified",1,2,"270130","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-36.7880884081499,-9.62955968593267,"Craíbas","Not specified",1,2,"270235","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-35.7114212180318,-9.52253386566523,"Maceió","Not specified",1,2,"270430","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-35.6341863335035,-9.24976945732872,"São Luís do Quitunde","Not specified",1,2,"270850","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-36.1007991541266,-9.77278134918998,"São Miguel dos Campos","Not specified",3,2,"270860","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-36.9211074335123,-10.1661708749492,"Amparo de São Francisco","Not specified",1,2,"280010","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-37.5970665706141,-11.1204066586156,"Boquim","Not specified",3,2,"280067","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-37.7329542255882,-11.4819702362988,"Cristinápolis","Not specified",1,2,"280170","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-37.3978713870756,-11.2496002133364,"Estância","Not specified",1,2,"280210","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-37.7792752543153,-11.2586538785839,"Itabaianinha","Not specified",29,2,"280300","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-37.8282989766685,-10.7564273250886,"Simão Dias","Not specified",2,2,"280710","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-45.5429035286648,-12.0131997503723,"Barreiras","Not specified",1,2,"290320","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-42.7222923946294,-12.7410933337993,"Boquira","Not specified",1,2,"290410","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-43.8247992608704,-12.499372542241,"Brejolândia","Not specified",6,2,"290440","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-37.8854453807572,-11.9311723804059,"Esplanada","Not specified",1,2,"291060","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-42.3597394166408,-12.8592966887185,"Ibipitanga","Not specified",6,2,"291250","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-40.9209202099102,-13.4685971193564,"Iramaia","Not specified",1,2,"291430","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-41.9909205525734,-13.8105797102792,"Livramento de Nossa Senhora","Not specified",1,2,"291950","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-42.6929079721314,-13.1080792206768,"Macaúbas","Not specified",7,2,"291980","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-40.1806574024846,-11.7317236480757,"Mairi","Not specified",2,2,"292010","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-40.6243146076147,-11.4206090823755,"Miguel Calmon","Not specified",1,2,"292120","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
